Doc Fiscal;Quilometragem;Litros;Combustivel;Manutenção;Custos Motorista
775904;1346;420,6;2474,26;;168,2
775905;1184;275,3;2176,47;;115,73
775906;1346;395,8;2399,04;;130,6
775907;1834;407,5;3016,44;;127,41
775908;1182;262,6;3410,91;;176,31
775909;948;243;2116,07;;148,01
775910;1894;591,8;2293,84;;165,85
775911;1872;748,8;3441,17;;134,93
775912;980;362,9;1361,11;;153,5
775913;204;44,3;510;;108,36
775914;1598;380,4;3026,21;;149,56
775915;960;252,6;2811,42;;104,69
775916;960;228,5;1736,47;;106,78
775917;1416;363;2058,13;;159,46
775918;1902;442,3;4268,93;1150,77;166,89
775919;1708;683,2;2334,26;;94,4
775920;948;451,4;2576,08;1150,77;105,46
775921;1184;257,3;2242,42;;179,97
775922;1182;262,6;2271,65;1150,77;108,94
775923;1346;420,6;2213,81;;137,53
775924;1784;524,7;4063,55;;194,52
775925;1894;498,4;4384,25;;106,75
775926;1848;684,4;4209,33;;120,71
775927;1538;334,3;2529,6;;168,94
775928;948;338,5;1851,56;;142,21
775929;948;296,2;1410,71;;119,62
775930;1410;313,3;2513,11;;120,18
775931;948;249,4;1821,93;;151,74
775932;1004;401,6;1459,3;;145,59
775933;1538;732,3;2136,11;;139,74
775934;1684;526,2;2769,73;;159,7
775935;1880;437,2;2732,55;472,29;143,87
775936;1576;404,1;2984,84;;156,1
775937;1454;538,5;3365,74;;108,61
775938;948;451,4;1559,21;;176,16
775939;1192;518,2;3239,13;;134,16
775940;1410;313,3;3831,52;;149,56
775941;1868;549,4;2460,88;;191,73
775942;1508;327,8;2016,13;;161,11
775943;1594;590,3;4744,04;;143,38
775944;1410;371;2022,23;;163,78
775945;1902;679,2;2764,53;;178,26
775946;1988;473,3;3134,92;;142,76
775947;948;379,2;1248,88;;137,26
775948;1706;501,7;2297,41;;147,27
775949;1576;414,7;2850,7;;141,73
775950;1828;397,3;2993,96;;104,77
775951;948;243;2370;;103,01
775952;1370;304,4;2675,78;;114,41
775953;1392;662,8;2023,25;;182,82
775954;1316;306;2164,47;;204,42
775955;1766;767,8;4798,91;;127,75
775956;948;296,2;1355,86;;150,33
775957;1808;420,4;4185,18;;156,24
775958;1514;658,2;4114,13;;105,24
775959;1338;343;1858,33;;198,85
775960;1004;295,2;2241,07;;127,61
775961;1866;491;4165,17;;144,53
775962;1314;285,6;2126,6;;155,38
775963;1426;316,8;3875;;128,66
775964;1902;704,4;3128,28;;154,06
775965;1538;466;2136,11;;139,13
775966;948;225,7;1295,6;;183,38
775967;1192;476,8;2579,82;;107,7
775968;1346;407,8;2474,26;;107,46
775969;1426;365,6;2009,66;;122,66
775970;1338;352,1;2895,81;;129,71
775971;1918;426,2;3154,6;;104,8
775972;1184;257,3;2657,42;;124,32
775973;938;275,8;1136,02;;129,69
775974;1338;418,1;1944,76;;159,62
775975;1182;472,8;1718,02;;109,4
775976;1182;562,8;2638,39;;203,17
775977;1286;459,2;2435,6;;164,81
775978;1538;366,1;2955,84;;135,66
775979;1528;664,3;3537,03;;150,18
775980;1184;438,5;1916,21;;148,9
775981;938;218,1;2307,48;;107,01
775982;1170;433,3;2611,6;;123,92
775983;1528;339,5;2267,12;;114,87
775984;948;278,8;1511,81;;121,26
775985;1538;366,1;2827,2;;152,32
775986;1634;430;4019,64;;142,04
775987;1346;640,9;2628,9;625,89;182,03
775988;1346;292,6;1869,44;;154,45
775989;948;379,2;1740,87;;178,98
775990;948;451,4;2159,33;;168,26
775991;1508;335,1;2856,06;;121,16
775992;948;243;1851,56;;185,14
775993;1556;457,6;4228,26;;195,06
775994;1346;292,6;1828,8;;184,98
775995;1046;326,8;2334,82;;108,41
775996;1368;547,2;2514,7;;193,53
775997;1464;325,3;2407,89;;173
775998;1684;623,7;2338,88;;110,14
775999;948;249,4;2776,28;;115,49
776000;1350;500;2965,17;;137,03
776001;1894;823,4;5146,73;;171,29
776002;1508;443,5;2480,26;1046,83;174,42
776003;948;351,1;1388,14;;134,61
776004;1538;334,3;4179,34;;139
776005;1898;575,1;4236,6;;147,77
776006;1902;452,8;2764,53;;119,94
776007;1346;299,1;3004,46;;170,58
776008;1866;414,6;3533,73;;135,63
776009;1184;257,3;2960;;147,1
776010;1538;394,3;2529,6;;179,28
776011;1538;569,6;2741,25;;154,72
776012;1236;494,4;2340,9;;129,82
776013;1192;350,5;2191,17;;140,04
776014;1620;426,3;2664,47;;168,09
776015;1604;356,4;1942,62;;190,65
776016;1276;327,1;1841,08;;122,45
776017;1184;281,9;1955,39;;181,03
776018;1404;312;1907,6;;143,48
776019;1670;363;2844,21;;113,51
776020;1184;438,5;1720,93;;98,54
776021;1170;433,3;1875;;178,01
776022;1086;319,4;1786,18;;136,88
776023;1346;354,2;3365;1273,16;170,16
776024;1880;752;2797,61;;133,54
776025;1420;617,3;2335,52;;140,07
776026;1514;473,1;2252,97;;175,18
776027;1562;679,1;2871,32;;176,3
776028;1192;259,1;2156,11;;182,94
776029;1254;391,8;2856,33;;106,12
776030;1836;540;3476,92;;188,98
776031;1894;498,4;3065,28;;124,04
776032;1410;671,4;3525;;95,08
776033;948;210,6;1795,45;;153,9
776034;910;275,7;2106,48;;141,64
776035;1538;366,1;3328,67;;190,74
776036;1246;276,8;1987,04;;184,57
776037;1004;478;1394,44;;109,22
776038;1040;226;1465,67;;122,68
776039;948;210,6;1494,92;;200,21
776040;1312;345,2;1793,06;;199,54
776041;1684;374,2;3289,06;;147,63
776042;948;412,1;1795,27;;124,52
776043;1562;400,5;2122,28;;136,03
776044;1434;421,7;3218,53;;158,81
776045;1538;480,6;3451,95;;179,49
776046;1894;757,6;3481,61;;158,52
776047;1410;522,2;3831,52;;130,65
776048;806;175,2;1291,66;;178,38
776049;948;278,8;1316,66;;130,9
776050;1766;420,4;3963,68;;133,27
776051;1768;552,5;3826,45;;202,02
776052;1418;567,2;2685,6;;197,14
776053;924;243,1;2138,88;;105,09
776054;1346;345,1;2213,81;1317,23;167,39
776055;948;220,4;2194,44;;180
776056;1368;304;2590,9;1317,23;206,35
776057;1428;432,7;2789,06;;109,16
776058;1246;389,3;2359,84;;93,45
776059;1894;411,7;2630,55;;127,89
776060;1410;361,5;2670,45;;166,59
776061;1410;327,9;2259,61;;151,44
776062;1184;438,5;2960;;110,5
776063;1242;365,2;2772,32;;109,12
776064;1538;615,2;2912,87;;182,84
776065;1404;369,4;3250;;171,51
776066;1538;668,6;2912,87;;138,35
776067;1852;411,5;4133,92;;176,84
776068;1272;302,8;2839,28;;128,23
776069;948;451,4;1377,9;;115,73
776070;1346;299,1;3365;;119,32
776071;1538;452,3;3560,18;;194,27
776072;1538;480,6;2912,87;;159,38
776073;1370;351,2;2518,38;;164,16
776074;1272;508,8;2300,82;;116,43
776075;1170;260;2248,59;1622,2;188,57
776076;2022;722,1;3713,12;;178,06
776077;1410;306,5;3263,88;;182,27
776078;960;355,5;1845;;194,16
776079;1538;668,6;2235,46;;170,23
776080;970;255,2;1399,57;;107,85
776081;1084;252;1737,17;;136,4
776082;1632;480;2952;;191,49
776083;948;206;1742,64;;187,77
776084;1164;554,2;2273,43;;159,94
776085;1236;294,2;1741,89;;114,21
776086;1448;452,5;3133,88;;173,94
776087;1766;767,8;2904,6;;107,9
776088;1192;313,6;1629,06;;143,95
776089;1692;433,8;3776,78;;177,78
776090;960;223,2;1428,57;;134,3
776091;1254;278,6;1713,8;;194,55
776092;1514;445,2;3379,46;;148,52
776093;1346;292,6;2002,97;;95,54
776094;1314;486,6;2415,44;;181,58
776095;1538;615,2;4052,29;;179,19
776096;1184;370;2242,42;;159,77
776097;1538;366,1;2912,87;;128,97
776098;1410;440,6;2670,45;;177,1
776099;1246;389,3;2433,59;;185,11
776100;948;296,2;1288,04;;112,97
776101;1368;402,3;2514,7;;170,16
776102;1426;310;2621,32;;100,76
776103;924;236,9;1698,52;;128,34
776104;1184;263,1;1720,93;;186,25
776105;938;293,1;1832,03;;186,14
776106;1004;313,7;2205,21;803,11;106,88
776107;1312;624,7;1906,97;;165,57
776108;1106;257,2;1511,53;;118,46
776109;1738;386,2;4647,26;;171,37
776110;1818;422,7;4058,03;;166,5
776111;1286;612,3;2435,6;;160,07
776112;1400;411,7;3142,22;;109,64
776113;1276;510,4;2452,31;;177,94
776114;1054;390,3;1906,5;;123,42
776115;1894;573,9;3035,25;;147,26
776116;1270;396,8;2405,06;;203,8
776117;1392;331,4;2517,88;;156,4
776118;948;296,2;1295,6;;186,9
776119;1538;394,3;2529,6;;101,55
776120;1604;373;2386,9;;182,66
776121;1962;436;2851,74;;150,52
776122;1346;292,6;3262,7;;163,28
776123;1514;388,2;2957,03;;129,8
776124;960;213,3;1395,34;;144,41
776125;1488;437,6;2691,52;;126,79
776126;1538;615,2;2741,25;841,44;144,25
776127;1110;346,8;2690,64;;147,76
776128;948;296,2;1388,14;;135,59
776129;1538;366,1;2425,3;;172,8
776130;940;204,3;1546,05;;197,3
776131;1364;401,1;3706,52;;188,25
776132;1054;234,2;1906,5;;173,57
776133;948;451,4;1316,66;;158,33
776134;948;225,7;1336,01;;152,65
776135;1092;287,3;2398,5;;118,02
776136;948;210,6;2051,74;;118,13
776137;1404;668,5;2309,21;;165,78
776138;1316;337,4;2570,31;;187,42
776139;1410;327,9;1885,1;742,39;165,45
776140;1514;605,6;2957,03;;132,86
776141;1410;371;1898,8;;189,02
776142;948;225,7;1742,64;742,39;129,45
776143;1014;298,2;2671,66;;123,46
776144;1368;297,3;1956,55;;149,15
776145;1364;505,1;2583,33;;163,24
776146;1774;466,8;3359,84;;184,34
776147;1852;402,6;4952,08;;107,8
776148;948;278,8;1316,66;;163,32
776149;1110;346,8;1651,78;;151,56
776150;1402;311,5;2246,79;;105,83
776151;1184;281,9;2912,64;;143,11
776152;1350;540;1834,23;;185,63
776153;1364;303,1;2185,89;;177,99
776154;750;166,6;1041,66;;154,62
776155;1014;298,2;1863,97;;107,77
776156;1246;276,8;2290,44;657,37;103,15
776157;1410;440,6;2281,97;;166,29
776158;1184;303,5;2242,2;;158,24
776159;948;225,7;2194,44;;120,93
776160;1636;380,4;2222,82;657,37;174,07
776161;1126;296,3;2069,85;;185,86
776162;948;206;2194,44;;179,83
776163;960;355,5;1845;;166,31
776164;1538;466;2827,2;;128,92
776165;1338;297,3;2384,78;;162,41
776166;1346;313;3657,6;;152,73
776167;1410;414,7;2049,41;;167,77
776168;1902;487,6;4268,93;;111,29
776169;1426;375,2;3300,92;;141,71
776170;1004;223,1;1651,31;;164,01
776171;948;225,7;1795,45;;134,76
776172;948;296,2;1494,92;;98,22
776173;1966;427,3;2925,59;1478,44;96,1
776174;938;335;1136,02;1478,44;136,7
776175;1426;528,1;3700,8;;93,46
776176;1346;640,9;2122,53;;142,29
776177;1894;411,7;4384,25;;119,03
776178;1730;455,2;4992,28;;136,96
776179;1508;718;2945,31;;151,88
776180;1594;498,1;3501,1;;104,34
776181;948;351,1;1410,71;;182,73
776182;1774;394,2;2639,88;;194,66
776183;1538;452,3;3783,48;;127,9
776184;1282;337,3;2861,6;;116,48
776185;948;220,4;2297,95;;116,44
776186;1582;494,3;2908,08;;135,68
776187;1346;395,8;2586,84;;144,24
776188;1866;565,4;3056,2;;112,97
776189;1184;263,1;1761,9;;162,57
776190;948;210,6;1795,45;;188,21
776191;1392;356,9;3222,22;;156,07
776192;1302;520,8;1892,44;;97,95
776193;1894;411,7;4384,25;;120,66
776194;1808;860,9;3531,25;;176,94
776195;938;218,1;1254,06;;185,92
776196;1684;443,1;4576,08;;151,27
776197;1514;336,4;2057,06;;193,62
776198;1368;488,5;2192,3;;183,28
776199;990;220;2946,42;;161,37
776200;948;287,2;1473,04;;157,75
776201;948;278,8;2127,73;;194,92
776202;1346;345,1;1799,54;;181,63
776203;948;451,4;1276,64;;160,37
776204;1106;257,2;1971,28;;193,78
776205;1368;304;3717,39;;110,95
776206;948;278,8;1295,6;;131,11
776207;1902;413,4;4755;;106,64
776208;1368;325,7;1988,37;;148,7
776209;1894;498,4;2550,58;;169,72
776210;1068;237,3;1589,28;;152,38
776211;1346;538,4;2628,9;1472,7;128,38
776212;1514;388,2;2200,58;;167,27
776213;1986;709,2;4523,66;;126,65
776214;1004;371,8;2645,32;;127,33
776215;1410;361,5;1958,33;;166,93
776216;1410;313,3;3715,04;;170,47
776217;1368;360;2474,47;;90
776218;1346;313;3657,6;;190,03
776219;1730;524,2;3861,6;;133,51
776220;1346;292,6;2549,24;;142,07
776221;1410;414,7;2401,4;;175,13
776222;1962;467,1;4541,66;;148,87
776223;1410;564;1958,33;1046,54;172,08
776224;1946;695;3800,78;;107,71
776225;1254;391,8;2374,76;;127,78
776226;1364;505,1;2664,06;;114,13
776227;1528;402,1;2122,22;1046,54;126,32
776228;1254;391,8;2062,5;;140,67
776229;1576;750,4;2188,88;;118,59
776230;1880;552,9;2688,83;;190,19
776231;1538;334,3;2973,46;;145,96
776232;948;351,1;1851,56;;153,19
776233;1812;402,6;2516,66;;98,63
776234;948;278,8;2370;;149,54
776235;1236;287,4;2815,33;;176,4
776236;948;249,4;1406,56;;103,7
776237;1868;583,7;2779,76;;142,89
776238;1346;640,9;2548,98;;119,82
776239;2036;522;2741,81;;154,61
776240;1184;257,3;2312,5;;157,63
776241;1394;309,7;2562,5;;106,41
776242;1092;287,3;1516,66;;129,04
776243;690;215,6;1392,77;;180,31
776244;1416;314,6;1966,66;;141,59
776245;1528;332,1;1850,57;;161,31
776246;1184;303,5;1897,88;;112,97
776247;1182;347,6;1894,23;;148,63
776248;1552;620,8;1879,64;;143,17
776249;1184;438,5;1644,44;;114,63
776250;1410;503,5;2034,42;;107,03
776251;948;225,7;1377,9;;110,29
776252;1346;313;2091,47;;177,29
776253;202;43,9;540,13;;186,42
776254;1246;366,4;1936,09;;105,66
776255;1318;292,8;2167,76;;130,71
776256;948;243;1288,04;;144,81
776257;1748;388,4;2353,97;;166,63
776258;1346;480,7;1828,8;;179,63
776259;1570;373,8;3448,39;;147,94
776260;1170;468;1625;;107,65
776261;1086;517,1;2513,88;1127,4;176,2
776262;1346;407,8;2213,81;;115,19
776263;1184;311,5;2696,88;;174,64
776264;1242;318,4;1929,87;;146,02
776265;1054;277,3;3041,54;;145,27
776266;1410;414,7;2049,41;;197,59
776267;980;217,7;1381,11;;183,42
776268;1184;263,1;2740,74;;104,21
776269;1182;369,3;1894,23;;191,89
776270;948;220,4;1851,56;;192,34
776271;1286;279,5;2060,89;;166,87
776272;1014;482,8;1625;;190,08
776273;1316;470;1788,04;;95,18
776274;1368;506,6;1956,55;462,47;188,5
776275;1876;750,4;2377,72;;164,64
776276;1768;392,8;3250;;111,19
776277;1778;773;2584,3;;159,43
776278;1170;307,8;1735,95;;139,37
776279;1852;440,9;3046,05;;142,81
776280;1338;297,3;2278,78;;120,07
776281;1974;616,8;3112,84;;140,07
776282;948;278,8;2116,07;;93,07
776283;1184;257,3;2275,5;;171
776284;1774;454,8;3839,44;;132,03
776285;1346;538,4;3065,88;;192,59
776286;948;338,5;1355,86;;200,75
776287;1902;442,3;4678,92;;121,44
776288;1410;671,4;2670,45;;132,5
776289;1346;498,5;1869,44;;110,41
776290;1866;414,6;2607,61;;181,77
776291;1350;293,4;2594,53;;163,31
776292;1604;486;3580,35;;101,79
776293;1774;466,8;3257,7;493,04;186,48
776294;1246;289,7;2433,59;;184,78
776295;1818;865,7;3443,18;;144,49
776296;1184;370;1761,9;;163,33
776297;948;278,8;1410,71;;166,09
776298;1184;263,1;1668,61;;99,15
776299;1800;428,5;3515,62;;178,58
776300;1946;498,9;2828,48;;143,67
776301;1368;488,5;3316,03;;136,59
776302;1410;564;2098,21;;150,33
776303;948;210,6;1851,56;;137,28
776304;1088;340;1619,04;;105,78
776305;948;278,8;1689,67;;182,72
776306;924;205,3;1255,43;;133,91
776307;1828;397,3;2498,26;;156,55
776308;1054;270,2;1432,06;;118,38
776309;960;384;1764,7;;174,05
776310;960;342,8;1292,8;;154,62
776311;1528;402,1;3307,02;;95,48
776312;948;351,1;1410,71;;132,41
776313;940;218,6;1366,27;;173,07
776314;1346;320,4;1812,61;;109,66
776315;948;412,1;2116,07;;122,96
776316;1004;478;2287,68;;136,75
776317;1316;292,4;2164,47;;190,94
776318;1368;304;2250;;106,68
776319;1766;464,7;3313,84;;134,32
776320;1184;275,3;2642,85;;111,95
776321;1184;422,8;2740,74;;150,35
776322;1894;557;2630,55;;172,69
776323;1538;480,6;3104,48;;146,6
776324;956;245,1;1259,42;;129,96
776325;948;451,4;2370;1252,98;194,22
776326;938;203,9;1302,77;;144,65
776327;1582;632,8;3662,03;;168,93
776328;1170;354,5;1700,58;;115,51
776329;948;296,2;1565,63;;161,06
776330;948;278,8;1851,56;;156,43
776331;948;210,6;1377,9;;203,41
776332;1410;313,3;1898,8;;101,34
776333;1538;334,3;2464,74;;147,06
776334;1918;833,9;4212,75;;179,49
776335;948;379,2;2159,33;;164,25
776336;1392;356,9;1891,3;;164,76
776337;1116;531,4;2179,68;;166,87
776338;1368;360;3116;;156,69
776339;940;218,6;1256,73;;180,09
776340;1242;295,7;1687,5;;155,14
776341;1410;313,3;1787,09;;176,79
776342;960;213,3;1333,33;;108,69
776343;1338;343;1930,54;;164,06
776344;1966;457,2;3839,84;;170,71
776345;1428;446,2;2789,06;;200,99
776346;1538;404,7;4179,34;;144,99
776347;1488;437,6;3920,55;;150,62
776348;960;457,1;1395,34;;185,73
776349;1410;335,7;2753,9;;116,3
776350;1528;664,3;2808,82;;161,33
776351;948;278,8;2576,08;;154,92
776352;1902;594,3;2303,53;;125,91
776353;1272;454,2;2752,97;;171,79
776354;1004;264,2;1372,13;;110,8
776355;934;406;1795,03;;146,61
776356;948;351,1;1821,93;;116,13
776357;1346;292,6;4005,95;;188,35
776358;1426;331,6;1980,55;;178,63
776359;1552;397,9;3817,92;;119,6
776360;1302;289,3;1906,5;1326,26;108,1
776361;1488;330,6;1960,27;;200,16
776362;1272;334,7;2408,85;;138,96
776363;948;451,4;2370;;186,12
776364;1184;348,2;1608,69;;108,83
776365;1316;572,1;2155,39;;188,02
776366;970;230,9;1933,93;;183,85
776367;1184;422,8;2016,5;;120,33
776368;1766;551,8;3394,03;;117,72
776369;960;384;1578,94;;177,17
776370;948;249,4;2194,44;;108,32
776371;1086;278,4;1740,38;;170,77
776372;1338;297,3;3635,86;;120,39
776373;1368;297,3;3550,28;;110,77
776374;948;296,2;2194,44;;100,83
776375;1392;323,7;3012,68;;110,13
776376;1730;508,8;4004,62;1606,92;94,89
776377;960;213,3;2154,66;;104,02
776378;1170;508,6;1625;;174,73
776379;1004;358,5;1960,93;1606,92;159,69
776380;1918;599,3;2703,04;;106,67
776381;1170;260;2150,73;;184,08
776382;1368;297,3;2514,7;;184,05
776383;1728;508,2;3272,4;;116,35
776384;1538;668,6;3003,9;;126,52
776385;1842;438,5;3597,65;;151,97
776386;1464;542,2;3978,26;;174,1
776387;948;379,2;1795,27;;166,03
776388;1346;640,9;2157,05;;117,65
776389;1276;296,7;1854,65;;102,9
776390;1086;252,5;1616,07;;191,1
776391;1538;404,7;3560,18;;154,24
776392;948;210,6;2497,77;;123,78
776393;1854;579,3;2575;;112,02
776394;1420;315,5;3287,03;729,16;99,53
776395;858;220;1155,44;;125,84
776396;1894;557;3035,25;;143,99
776397;1464;636,5;2127,9;;185,99
776398;1458;316,9;3586,68;729,16;148,83
776399;1170;557,1;2925;;139,22
776400;1346;395,8;2628,9;;191,6
776401;924;342,2;1283,33;;158,78
776402;1312;285,2;2103,05;;171,97
776403;1228;533,9;3283,56;;142,26
776404;1338;418,1;2188,83;;151,69
776405;1522;338,2;2797,79;;114,9
776406;948;249,4;2194,44;;112,42
776407;1126;450,4;1804,48;;112,27
776408;1312;312,3;1876,46;;135,21
776409;948;243;1316,66;;134,36
776410;1538;732,3;2529,6;;125,65
776411;1714;612,1;3246,21;;173,07
776412;1170;272;1700,58;;191,59
776413;1346;420,6;1828,8;;120,7
776414;948;210,6;1845,21;;143,19
776415;1364;303,1;2243,42;;116,69
776416;808;323,2;1294,87;;186,02
776417;1368;414,5;3420;;169,61
776418;1346;345,1;2213,81;;188,92
776419;1420;308,6;3550;;142,12
776420;1092;260;1796,05;;172,7
776421;1170;417,8;2285,15;;183,11
776422;1958;725,1;2675,93;;92,82
776423;1966;578,2;3839,84;;104,73
776424;1316;346,3;2164,47;;148,52
776425;1106;345,6;1489,41;;113,13
776426;1836;408;3585,93;;200,46
776427;1368;360;2329,87;;132,34
776428;1338;343;1762,66;592,26;134,26
776429;1942;571,1;5277,17;592,26;162,12
776430;1410;613;2591,91;;198,32
776431;1426;331,6;2057,51;;127,82
776432;1086;258,5;1508,33;592,26;127,9
776433;1174;260,8;1630,55;;109,4
776434;1866;666,4;2512,88;;181,64
776435;1084;433,6;2083,31;;162,87
776436;938;347,4;2171,29;;201,08
776437;1538;334,3;2955,84;;188,11
776438;1004;436,5;1843,7;;126,15
776439;1380;492,8;1875;;156,29
776440;1854;403;4635;;173,08
776441;1346;354,2;2213,81;;107,19
776442;948;278,8;1388,14;;114,15
776443;1894;420,8;2630,55;;103,89
776444;1126;351,8;1538,86;;178,29
776445;1184;281,9;2176,47;;146,35
776446;1538;357,6;3504,44;750,13;113,81
776447;1734;385,3;2520,34;;170,24
776448;1356;356,8;1970,93;;146,11
776449;1756;450,2;3325,75;;196,61
776450;1528;477,5;2057,7;;179,04
776451;948;278,8;1410,71;;186,37
776452;1486;323;2159,88;;111,67
776453;1508;335,1;2727,7;;123,74
776454;1434;682,8;2800,78;;137
776455;1644;391,4;2351,3;;153,19
776456;948;338,5;2534,86;;189,58
776457;1368;594,7;1869,6;;149,92
776458;948;412,1;2194,44;;189,91
776459;1612;350,4;2155,17;;160,48
776460;1458;455,6;3841,51;;172,69
776461;1184;348,2;2696,88;646,04;133,62
776462;1368;325,7;2590,9;;126,94
776463;1410;313,3;2709,84;;133,82
776464;1170;307,8;1700,58;646,04;164,4
776465;1514;560,7;2133,68;646,04;112,59
776466;1254;278,6;2337;;129,64
776467;1246;289,7;3115;;112,43
776468;1612;700,8;3731,48;;141,11
776469;1514;445,2;2102,77;;154,06
776470;948;210,6;2194,44;;181,1
776471;1836;483,1;3585,93;;207,97
776472;1272;454,2;2300,82;;206,67
776473;2014;516,4;2905,91;;125,3
776474;1254;272,6;1741,66;;178,34
776475;940;293,7;1265,86;;144,49
776476;1426;316,8;2072,67;;187,43
776477;1594;419,4;2841,07;;91,34
776478;1808;463,5;3222,49;;197,3
776479;1254;391,8;1741,66;;113,98
776480;1538;334,3;2955,84;;133,23
776481;1392;309,3;3782,6;;109,65
776482;1708;502,3;2372,22;;147,18
776483;1598;591,8;3699,07;1444,06;181,35
776484;1184;473,6;2562,51;;125,39
776485;1302;302,7;3156,04;;115,25
776486;1504;653,9;4404,57;;159,97
776487;1276;455,7;2416,66;;193,27
776488;1170;260;1865,84;;125,27
776489;1346;292,6;2628,9;;148,04
776490;1184;348,2;1608,69;;123,51
776491;1808;565;3270,35;;116,4
776492;1926;837,3;4815;;173,32
776493;948;338,5;2051,74;;108,86
776494;1674;440,5;2983,65;;152,84
776495;1410;671,4;2319,07;;161,51
776496;1854;412;2880,83;306,24;92,23
776497;1276;283,5;2098,68;;106,9
776498;1368;304;2590,9;;166,61
776499;1236;316,9;1679,34;;200,54
776500;1312;305,1;1952,38;306,24;150,37
776501;1836;540;4909,3;;113,61
776502;1346;420,6;3115,74;;136,49
776503;1988;946,6;4818,91;;165,02
776504;948;412,1;2246,34;;171,58
776505;1126;296,3;2606,48;;178,2
776506;1636;584,2;3195,31;;124,82
776507;948;206;1511,81;;143,88
776508;1616;646,4;4391,3;;128,76
776509;960;282,3;2077,71;;176,32
776510;1410;371;2709,84;;185,66
776511;948;220,4;2051,74;;206,07
776512;1302;289,3;3875;;112,4
776513;1926;428;3117,07;;113,18
776514;1126;402,1;2606,48;;168,94
776515;692;216,2;1576,22;;165,75
776516;1316;572,1;2108,97;;174,25
776517;1730;443,5;2402,77;;113,52
776518;948;451,4;1795,45;;124,76
776519;970;210,8;1783,08;;177,71
776520;1086;402,2;1484,2;;154,76
776521;1228;491,2;1798,14;;191,23
776522;970;346,4;1399,57;;145,6
776523;1106;345,6;1607,55;;175,73
776524;948;210,6;1473,04;;147,3
776525;1598;347,3;3121,09;;141,37
776526;1184;438,5;2805,56;;105,33
776527;1464;457,5;3978,26;;181,77
776528;1346;313;3365;;147,15
776529;1174;255,2;2158,08;;149,64
776530;1106;325,2;1763,77;;132,62
776531;1410;613;1958,33;;118,08
776532;940;335,7;1780,3;;174,39
776533;1404;312;2580,88;1044,92;103,24
776534;1684;374,2;2465,85;;94,2
776535;1346;538,4;1956,39;;193,61
776536;1876;446,6;2747;;106,56
776537;1988;509,7;3134,92;;205,56
776538;1848;684,4;4028,64;;192,34
776539;1316;626,6;3046,29;;145,57
776540;1508;396,8;2856,06;;209,84
776541;1004;295,2;2988,09;;189,03
776542;1582;351,5;2908,08;;151,82
776543;938;246,8;2307,48;;199,74
776544;1246;319,4;2290,44;;90,66
776545;1894;591,8;4384,25;;111,97
776546;1528;339,5;2122,22;1141,92;185,45
776547;1728;691,2;2400;;195,87
776548;1184;275,3;2562,51;1141,92;136,12
776549;960;208,6;1395,34;;93,85
776550;1836;680;4098,21;;126,11
776551;1086;258,5;1475,54;;185,86
776552;1346;585,2;2586,84;;138,39
776553;1368;402,3;3166,66;;182,25
776554;948;210,6;1714,76;;97,81
776555;1368;594,7;1988,37;;123,9
776556;1184;370;3467,42;;96,98
776557;1346;292,6;1812,61;;180,3
776558;1538;404,7;2529,6;;176,41
776559;1736;694,4;3390,62;;174,55
776560;1768;420,9;3151,2;;124,23
776561;1736;385,7;2446,54;;102,54
776562;1852;430,6;2953,45;;123,4
776563;1404;312;2742,18;;196,91
776564;1828;406,2;2929,48;1140,86;176,04
776565;948;278,8;1559,21;1140,86;175,55
776566;2006;872,1;2725,54;1140,86;153,37
776567;948;243;2370;;126,46
776568;806;251,8;2015;;157,05
776569;934;245,7;1716,91;;168,83
776570;1346;292,6;3065,88;;96,96
776571;1876;446,6;4187,5;;164,26
776572;1410;503,5;3096,96;;118,29
776573;1346;538,4;2474,26;;197,35
776574;1368;360;3717,39;;186,77
776575;1346;395,8;1970,92;;146,69
776576;948;210,6;1795,45;;156,58
776577;1684;526,2;3898,14;;104,49
776578;1486;323;3335,24;;172,48
776579;1276;554,7;1718,34;;117,82
776580;1464;375,3;3267,85;;176,78
776581;1426;316,8;3183,03;473,38;118,8
776582;1368;318,1;3116;;200,58
776583;1054;234,2;1937,5;;188,15
776584;1684;431,7;3758,92;;124,33
776585;1170;365,6;3426,42;;126,1
776586;1924;506,3;3757,81;;196,47
776587;1766;630,7;2566,86;;114,04
776588;948;206;1267,43;;127,77
776589;1184;514,7;1947,36;;141,09
776590;1924;565,8;2614,13;;166,72
776591;1808;723,2;4035,71;;174,59
776592;1004;239;1189,52;;199,74
776593;948;249,4;2159,33;;188,57
776594;948;225,7;2776,28;;187,81
776595;1242;388,1;1725;;113,29
776596;1848;401,7;2750;;139,31
776597;1410;414,7;3659,28;;119,04
776598;1004;358,5;1960,93;;159,82
776599;1562;473,3;3486,6;;154,48
776600;1014;440,8;2275,86;;156,33
776601;948;243;1519,23;;164,57
776602;948;210,6;1316,66;;203,46
776603;990;230,2;1933,59;;187,55
776604;1184;263,1;3467,42;;183,28
776605;1276;335,7;2044,87;;123,36
776606;1528;449,4;2076,08;;100,22
776607;1346;292,6;1839,53;;118,78
776608;1538;480,6;2741,25;;206,37
776609;1918;833,9;3154,6;;155,11
776610;948;379,2;2576,08;;153,92
776611;1540;366,6;2284,93;;172,04
776612;1974;705;4569,44;;199,48
776613;1368;402,3;2514,7;;112,21
